../data/train_dataset_train/videos/cartwheel/(Rad)Schlag_die_Bank!_cartwheel_f_cm_np1_le_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_ba_bad_8.avi 147
../data/train_dataset_train/videos/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_3.avi 147
../data/train_dataset_train/videos/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_4.avi 147
../data/train_dataset_train/videos/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_fr_bad_5.avi 45
../data/train_dataset_train/videos/cartwheel/Aerial_Cartwheel_Tutorial_By_Jujimufu_cartwheel_f_nm_np1_ri_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/anna_turnen_cartwheel_f_cm_np1_le_bad_0.avi 45
../data/train_dataset_train/videos/cartwheel/Bayer__Meisterin_Teresa_Stadler_cartwheel_f_cm_np1_le_med_0.avi 147
../data/train_dataset_train/videos/cartwheel/Bayer__Meisterin_Teresa_Stadler_cartwheel_f_cm_np1_le_med_2.avi 147
../data/train_dataset_train/videos/cartwheel/Beim_Radschlag_Hose_gerissen_(Nick)_xD_cartwheel_f_cm_np1_ri_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/Bodenturnen_2004_cartwheel_f_cm_np1_le_med_0.avi 147
../data/train_dataset_train/videos/cartwheel/Bodenturnen_2004_cartwheel_f_cm_np1_le_med_4.avi 147
../data/train_dataset_train/videos/cartwheel/Bodenturnen_2004_cartwheel_f_cm_np1_le_med_5.avi 147
../data/train_dataset_train/videos/cartwheel/Bodenturnen_2004_cartwheel_f_cm_np1_ri_med_2.avi 147
../data/train_dataset_train/videos/cartwheel/Bodenturnen_cartwheel_f_cm_np1_le_med_3.avi 84
../data/train_dataset_train/videos/cartwheel/Bodenturnen_cartwheel_f_cm_np1_ri_med_2.avi 152
../data/train_dataset_train/videos/cartwheel/Bodenturnen_cartwheel_f_cm_np1_ri_med_4.avi 147
../data/train_dataset_train/videos/cartwheel/Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_2.avi 147
../data/train_dataset_train/videos/cartwheel/Bodenturnen_im_sportunterricht_cartwheel_f_cm_np1_ri_med_4.avi 147
../data/train_dataset_train/videos/cartwheel/Boden_bung_Spoho_Eignungspr_fung_cartwheel_f_cm_np1_ri_med_2.avi 147
../data/train_dataset_train/videos/cartwheel/boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_0.avi 147
../data/train_dataset_train/videos/cartwheel/boden__bung_gaurunde_cartwheel_f_cm_np1_le_med_2.avi 147
../data/train_dataset_train/videos/cartwheel/cartwheels_in_heels_cartwheel_f_cm_np1_fr_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/cartwheel_challange_cartwheel_f_cm_np2_le_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/cartwheel_challange_cartwheel_f_cm_np2_le_med_1.avi 45
../data/train_dataset_train/videos/cartwheel/cartwheel_competition_43_year_old_vs__15_year_old_cartwheel_f_cm_np2_ri_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Competition_cartwheel_f_cm_np1_le_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Competition_cartwheel_f_cm_np1_le_med_2.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Competition_cartwheel_f_cm_np1_le_med_4.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_1.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_3.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Competition_cartwheel_f_cm_np1_ri_med_5.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_2.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_3.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np1_fr_med_4.avi 311
../data/train_dataset_train/videos/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/Cartwheel_Contest_cartwheel_f_cm_np2_fr_med_1.avi 45
../data/train_dataset_train/videos/cartwheel/CarTwHeeL_PerFecT_cartwheel_f_cm_np1_le_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/Charlottes_Brilliant_Roly_Poly__Handstand_Thingy_cartwheel_f_cm_np1_le_bad_1.avi 45
../data/train_dataset_train/videos/cartwheel/DSHS_Pflicht_Bodenturnen_BAS_1_Bachelor_Spoho_cartwheel_f_cm_np1_ri_med_0.avi 147
../data/train_dataset_train/videos/cartwheel/Ein_guter_Radschlag_cartwheel_f_cm_np1_ba_med_5.avi 45
../data/train_dataset_train/videos/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_ba_med_3.avi 45
../data/train_dataset_train/videos/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_1.avi 45
../data/train_dataset_train/videos/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_2.avi 45
../data/train_dataset_train/videos/cartwheel/Ein_guter_Radschlag_cartwheel_f_nm_np1_le_med_4.avi 147
../data/train_dataset_train/videos/cartwheel/Estrela_mini_kelly_cartwheel_f_cm_np1_ri_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_fr_med_2.avi 45
../data/train_dataset_train/videos/cartwheel/Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_le_med_3.avi 45
../data/train_dataset_train/videos/cartwheel/Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/Geena_und_die_Radschl_ge___;-)_cartwheel_f_cm_np1_ri_med_1.avi 45
../data/train_dataset_train/videos/cartwheel/gimnasia_cartwheel_f_cm_np1_le_med_3.avi 346
../data/train_dataset_train/videos/cartwheel/Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_le_med_1.avi 45
../data/train_dataset_train/videos/cartwheel/Gymnastics_-_How_to_Do_a_Perfect_Cartwheel_cartwheel_f_cm_np1_ri_med_0.avi 147
../data/train_dataset_train/videos/cartwheel/Gymnastics__-_Steps_to_Do_a_Cartwheel_cartwheel_f_nm_np1_le_med_0.avi 20
../data/train_dataset_train/videos/cartwheel/Handstandk_nig_cartwheel_f_cm_np1_le_med_0.avi 147
../data/train_dataset_train/videos/cartwheel/Handstandk_nig_cartwheel_f_cm_np1_ri_med_4.avi 147
../data/train_dataset_train/videos/cartwheel/How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_le_med_0.avi 43
../data/train_dataset_train/videos/cartwheel/How_to_Do_an_Aerial_-_Aerial_vs__Cartwheel_cartwheel_f_cm_np1_ri_med_1.avi 43
../data/train_dataset_train/videos/cartwheel/how_to_do_a_cartwheel_cartwheel_f_cm_np1_ri_med_0.avi 45
../data/train_dataset_train/videos/cartwheel/How_to_do_a_Cartwheel_cartwheel_f_nm_np1_le_med_1.avi 45
